rank,ticker,name,market_cap_usd,market_cap_h,gics_sector,gics_industry
692,CHWY,Chewy,9633751871,9.63B,Consumer Discretionary,Other Specialty Retail
693,MUSA,Murphy USA,9606049283,9.61B,Consumer Discretionary,Automotive Retail
694,OSK,Oshkosh,9585713090,9.59B,Industrials,Construction Machinery & Heavy Transportation Equipment
695,VMI,Valmont Industries,9529650385,9.53B,Industrials,Industrial Machinery & Supplies & Components
696,TTC,Toro,9488670709,9.49B,Industrials,Agricultural & Farm Machinery
697,AVAV,AeroVironment,9450037225,9.45B,Industrials,Aerospace & Defense
698,DAR,Darling Ingredients,9441874611,9.44B,Consumer Staples,Agricultural Products & Services
699,PTGX,"Protagonist Therapeutics, Inc.",9438997216,9.44B,Health Care,Biotechnology
700,BIO,Bio-Rad Laboratories,9424404574,9.42B,Health Care,Life Sciences Tools & Services
701,CUBE,CubeSmart,9420041261,9.42B,Real Estate,Industrial REITs
702,ADC,Agree Realty,9406806873,9.41B,Real Estate,Retail REITs
703,MSGS,Madison Square Garden Sports Corp.,9389440733,9.39B,Communication Services,Movies & Entertainment
704,BRX,Brixmor Property Group,9319712494,9.32B,Real Estate,Retail REITs
705,BROS,Dutch Bros Inc.,9259877471,9.26B,Consumer Discretionary,Restaurants
706,RGEN,Repligen,9249797937,9.25B,Health Care,Biotechnology
707,ESI,Element Solutions,9231012082,9.23B,Materials,Specialty Chemicals
708,MHK,Mohawk Industries,9216451843,9.22B,Consumer Discretionary,Home Furnishings
709,VOYA,Voya Financial,9193564479,9.19B,Financials,Multi-Sector Holdings
710,AVTR,Avantor,9191716738,9.19B,Health Care,Life Sciences Tools & Services
711,FORM,"FormFactor, Inc.",9170591860,9.17B,Information Technology,Semiconductor Materials & Equipment
712,BAH,Booz Allen Hamilton,9147672563,9.15B,Industrials,Research & Consulting Services
713,MP,MP Materials,9098714648,9.10B,Materials,Diversified Metals & Mining
714,TTEK,Tetra Tech,9074214176,9.07B,Industrials,Construction & Engineering
715,TKR,Timken,9031457153,9.03B,Industrials,Industrial Machinery & Supplies & Components
716,HLI,Houlihan Lokey,9015358500,9.02B,Financials,Investment Banking & Brokerage
717,ALV,Autoliv,8997924525,9.00B,Consumer Discretionary,Automotive Parts & Equipment
718,RRC,Range Resources,8945251548,8.95B,Energy,Oil & Gas Exploration & Production
719,NNN,NNN Reit,8911224639,8.91B,Real Estate,Retail REITs
720,IDCC,InterDigital,8891717708,8.89B,Information Technology,Communications Equipment
721,PB,Prosperity Bancshares,8887071848,8.89B,Financials,Regional Banks
722,WAL,Western Alliance Bancorporation,8873173468,8.87B,Financials,Regional Banks
723,FRO,FRO,8847034022,8.85B,Energy,Oil & Gas Midstream
724,NCLH,Norwegian Cruise Line Holdings,8839366035,8.84B,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
725,COLB,Columbia Banking System,8837866787,8.84B,Financials,Regional Banks
726,LNC,Lincoln Financial,8812320642,8.81B,Financials,Multi-line Insurance
727,JXN,"Jackson Financial, Inc.",8802028024,8.80B,Financials,Life & Health Insurance
728,FCFS,FirstCash,8784524080,8.78B,Financials,Consumer Finance
729,HQY,HealthEquity,8747293457,8.75B,Health Care,Managed Health Care
730,QRVO,Qorvo,8740999559,8.74B,Information Technology,Semiconductors
731,CNM,Core & Main,8713826140,8.71B,Industrials,Trading Companies & Distributors
732,AOS,A. O. Smith,8695430438,8.70B,Industrials,Building Products
733,MTCH,Match Group,8691510367,8.69B,Communication Services,Interactive Media & Services
734,ATR,AptarGroup,8610156372,8.61B,Materials,"Metal, Glass & Plastic Containers"
735,GME,GameStop,8596924415,8.60B,Consumer Discretionary,Computer & Electronics Retail
736,ARE,Alexandria Real Estate Equities,8560019366,8.56B,Real Estate,Office REITs
737,ZWS,Zurn Elkay Water Solutions Corp.,8528731564,8.53B,Industrials,Industrial Machinery & Supplies & Components
738,KNSL,Kinsale Capital Group,8513664350,8.51B,Financials,Property & Casualty Insurance
739,CBSH,Commerce Bancshares,8501265109,8.50B,Financials,Regional Banks
740,FR,First Industrial Realty Trust,8435616695,8.44B,Real Estate,Industrial REITs
741,EMN,Eastman Chemical Company,8419012447,8.42B,Materials,Specialty Chemicals
742,AGX,"Argan, Inc.",8374117050,8.37B,Industrials,Construction & Engineering
743,PCTY,Paylocity,8328153618,8.33B,Industrials,Human Resource & Employment Services
744,CMC,Commercial Metals,8311205984,8.31B,Materials,Steel
745,LAD,Lithia Motors,8257517970,8.26B,Consumer Discretionary,Automotive Retail
746,KMX,"CarMax, Inc.",8256387608,8.26B,Consumer Discretionary,Automotive Retail
747,ALKS,Alkermes plc,8248919777,8.25B,Health Care,Pharmaceuticals
748,IDA,Idacorp,8204315167,8.20B,Utilities,Electric Utilities
749,REXR,Rexford Industrial Realty,8192584050,8.19B,Real Estate,Industrial REITs
750,NEU,NewMarket Corporation,8182134584,8.18B,Materials,Specialty Chemicals
751,LEA,Lear,8178043765,8.18B,Consumer Discretionary,Automotive Parts & Equipment
752,AXTA,Axalta,8173423391,8.17B,Materials,Specialty Chemicals
753,ALGM,Allegro MicroSystems,8158817638,8.16B,Information Technology,Semiconductors
754,SSD,Simpson Manufacturing,8157318188,8.16B,Industrials,Building Products
755,BRKR,Bruker,8137511044,8.14B,Health Care,Health Care Equipment
756,DBX,Dropbox,8121195912,8.12B,Information Technology,Application Software
757,TAP,Molson Coors Beverage Company,8086506875,8.09B,Consumer Staples,Brewers
758,VLY,Valley Bank,8040406143,8.04B,Financials,Regional Banks
759,BLDR,Builders FirstSource,8036379636,8.04B,Industrials,Building Products
760,LQDA,Liquidia Corporation,8023093200,8.02B,Health Care,Pharmaceuticals
761,SFM,Sprouts Farmers Market,8006241139,8.01B,Consumer Staples,Food Retail
762,KNTK,"Kinetik Holdings, Inc.",7981914049,7.98B,Energy,Oil & Gas Storage & Transportation
763,THG,Hanover Insurance,7976616290,7.98B,Financials,Property & Casualty Insurance
764,SNEX,StoneX Group Inc.,7964199263,7.96B,Financials,Investment Banking & Brokerage
765,FLR,Fluor,7961184072,7.96B,Industrials,Construction & Engineering
766,ESE,ESCO Technologies Inc.,7920340655,7.92B,Industrials,Industrial Machinery & Supplies & Components
767,AVT,Avnet,7917784438,7.92B,Information Technology,Technology Distributors
768,ETSY,Etsy,7851928821,7.85B,Consumer Discretionary,Broadline Retail
769,AWI,"Armstrong World Industries, Inc.",7840599660,7.84B,Industrials,Building Products
770,VSXY,Victoria's Secret,7833114161,7.83B,Consumer Discretionary,Apparel Retail
771,FSS,Federal Signal Corporation,7826145356,7.83B,Industrials,Construction Machinery & Heavy Transportation Equipment
772,HXL,Hexcel,7821733663,7.82B,Industrials,Aerospace & Defense
773,PATH,UiPath,7797710102,7.80B,Information Technology,Systems Software
774,AAON,AAON,7767687609,7.77B,Industrials,Building Products
775,TEX,Terex,7741539383,7.74B,Industrials,Construction Machinery & Heavy Transportation Equipment
776,KRMN,Karman Holdings,7717006330,7.72B,Industrials,Aerospace & Defense
777,POWL,"Powell Industries, Inc.",7707673150,7.71B,Industrials,Electrical Components & Equipment
778,NFG,National Fuel Gas,7654932360,7.65B,Utilities,Gas Utilities
779,RHP,Ryman Hospitality Properties,7626124197,7.63B,Real Estate,Hotel & Resort REITs
780,TGTX,"TG Therapeutics, Inc.",7616715820,7.62B,Health Care,Biotechnology
781,FAF,First American Financial Corporation,7577862124,7.58B,Financials,Property & Casualty Insurance
782,MORN,"Morningstar, Inc.",7527473294,7.53B,Financials,Financial Exchanges & Data
783,POOL,Pool Corporation,7497459424,7.50B,Consumer Discretionary,Distributors
784,TRNO,Terreno Realty Corporation,7492798748,7.49B,Real Estate,Industrial REITs
785,MSA,MSA Safety,7491518035,7.49B,Industrials,Office Services & Supplies
786,RAL,Ralliant Corp,7462668201,7.46B,Information Technology,Electronic Equipment & Instruments
787,CHRD,Chord Energy,7394898030,7.39B,Energy,Oil & Gas Exploration & Production
788,VNO,Vornado Realty Trust,7375460974,7.38B,Real Estate,Office REITs
789,GAP,Gap Inc.,7368768511,7.37B,Consumer Discretionary,Apparel Retail
790,UGI,UGI Corp,7331438037,7.33B,Utilities,Gas Utilities
791,MOS,Mosaic Company (The),7330673426,7.33B,Materials,Fertilizers & Agricultural Chemicals
792,PBF,PBF Energy,7314908843,7.31B,Energy,Oil & Gas Refining & Marketing
793,HIMS,Hims & Hers Health,7311748620,7.31B,Health Care,Health Care Services
794,CAVA,Cava Group,7270297878,7.27B,Consumer Discretionary,Restaurants
795,PLXS,Plexus Corp.,7233598580,7.23B,Information Technology,Electronic Manufacturing Services
796,CAG,Conagra Brands,7231126686,7.23B,Consumer Staples,Packaged Foods & Meats
797,SLAB,Silicon Labs,7229945641,7.23B,Information Technology,Semiconductors
798,CHE,Chemed Corp.,7224028461,7.22B,Health Care,Health Care Services
799,AGCO,AGCO,7201362821,7.20B,Industrials,Agricultural & Farm Machinery
800,STAG,STAG Industrial,7191750524,7.19B,Real Estate,Industrial REITs
801,LW,Lamb Weston,7186244731,7.19B,Consumer Staples,Packaged Foods & Meats
802,GTES,Gates Corporation,7151520552,7.15B,Industrials,Industrial Machinery & Supplies & Components
803,ACA,"Arcosa, Inc.",7112630035,7.11B,Industrials,Construction & Engineering
804,NPO,"EnPro Industries, Inc.",7048414651,7.05B,Industrials,Industrial Machinery & Supplies & Components
805,APPF,AppFolio,7038773184,7.04B,Information Technology,Application Software
806,CELH,Celsius Holdings,7026783371,7.03B,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
807,NOV,NOV Inc.,7004795020,7.00B,Energy,Oil & Gas Equipment & Services
808,CLF,Cleveland-Cliffs,6994821106,6.99B,Materials,Steel
809,ENS,EnerSys,6989368521,6.99B,Industrials,Electrical Components & Equipment
810,ECG,"Everus Construction Group, Inc.",6987085414,6.99B,Industrials,Construction & Engineering
811,KEX,Kirby Corporation,6932111645,6.93B,Industrials,Marine Transportation
812,MAC,Macerich,6918848641,6.92B,Real Estate,Retail REITs
813,AN,AutoNation,6917312298,6.92B,Consumer Discretionary,Automotive Retail
814,CPB,The Campbell's Company,6873653673,6.87B,Consumer Staples,Packaged Foods & Meats
815,SM,SM Energy Company,6869225284,6.87B,Energy,Oil & Gas Exploration & Production
816,MSM,MSC Industrial Direct,6864626847,6.86B,Industrials,Trading Companies & Distributors
817,HR,Healthcare Realty Trust,6844113371,6.84B,Real Estate,Health Care REITs
818,MXL,"MaxLinear, Inc.",6800175765,6.80B,Information Technology,Semiconductors
819,ST,Sensata Technologies,6792158413,6.79B,Industrials,Electrical Components & Equipment
820,ROAD,"Construction Partners, Inc.",6769469886,6.77B,Industrials,Construction & Engineering
821,FNB,FNB Corporation,6752635868,6.75B,Financials,Regional Banks
822,ACT,"Enact Holdings, Inc.",6731200406,6.73B,Financials,Commercial & Residential Mortgage Finance
823,CWEN,"Clearway Energy, Inc. (Class C)",6702224231,6.70B,Utilities,Renewable Electricity
824,M,Macy's,6681163931,6.68B,Consumer Discretionary,Broadline Retail
825,FND,Floor & Decor,6675855759,6.68B,Consumer Discretionary,Home Improvement Retail
826,SWX,Southwest Gas Corp,6671538337,6.67B,Utilities,Gas Utilities
827,VCTR,"Victory Capital Holdings, Inc.",6652875532,6.65B,Financials,Asset Management & Custody Banks
828,ORA,Ormat Technologies,6647204127,6.65B,Utilities,Renewable Electricity
829,LYFT,"Lyft, Inc.",6629256661,6.63B,Industrials,Passenger Ground Transportation
830,EPRT,"Essential Properties Realty Trust, Inc.",6624441931,6.62B,Real Estate,Diversified REITs
831,UBSI,United Bankshares,6617044597,6.62B,Financials,Regional Banks
832,LNTH,Lantheus Holdings,6589245451,6.59B,Health Care,Health Care Supplies
833,URBN,"Urban Outfitters, Inc.",6587050427,6.59B,Consumer Discretionary,Apparel Retail
834,INGR,Ingredion,6583223115,6.58B,Consumer Staples,Agricultural Products & Services
835,EXP,Eagle Materials,6573415188,6.57B,Materials,Construction Materials
836,RYN,Rayonier,6553282264,6.55B,Real Estate,Timber REITs
837,CROX,Crocs,6550255912,6.55B,Consumer Discretionary,Footwear
838,PPC,Pilgrim's Pride,6536079165,6.54B,Consumer Staples,Packaged Foods & Meats
839,MRCY,Mercury Systems,6523102228,6.52B,Industrials,Electrical Components & Equipment
840,NE,Noble Corporation,6508613300,6.51B,Energy,Oil & Gas Drilling
841,TTD,Trade Desk (The),6487495471,6.49B,Communication Services,Advertising
842,IBP,"Installed Building Products, Inc.",6486648227,6.49B,Consumer Discretionary,Homebuilding
843,LUMN,Lumen Technologies,6436219084,6.44B,Communication Services,Alternative Carriers
844,JBTM,JBT Marel Corporation,6387073851,6.39B,Industrials,Industrial Machinery & Supplies & Components
845,LGND,"Ligand Pharmaceuticals, Inc.",6361354867,6.36B,Health Care,Biotechnology
846,GBCI,Glacier Bancorp,6347832708,6.35B,Financials,Regional Banks
847,QLYS,Qualys,6347490635,6.35B,Information Technology,Systems Software
848,ESNT,Essent Group Ltd.,6332744651,6.33B,Financials,Commercial & Residential Mortgage Finance
849,WEX,WEX Inc.,6312596031,6.31B,Financials,Transaction & Payment Processing Services
850,MBGL,"Mobility Global, Inc.",6304000244,6.30B,Industrials,Data Processing & Outsourced Services
851,NOVT,Novanta,6291742210,6.29B,Information Technology,Electronic Equipment & Instruments
852,ENVA,"Enova International, Inc.",6290324434,6.29B,Financials,Consumer Finance
853,LKQ,LKQ Corporation,6289632012,6.29B,Consumer Discretionary,Distributors
854,GATX,GATX,6274062094,6.27B,Industrials,Construction Machinery & Heavy Transportation Equipment
855,CRUS,Cirrus Logic,6260685628,6.26B,Information Technology,Semiconductors
856,FTDR,"Frontdoor, Inc.",6257580018,6.26B,Consumer Discretionary,Specialized Consumer Services
857,MTG,MGIC Investment Corporation,6252205029,6.25B,Financials,Reinsurance
858,SNDR,Schneider National,6245971218,6.25B,Industrials,Cargo Ground Transportation
859,HWC,Hancock Whitney,6244549477,6.24B,Financials,Regional Banks
860,WFRD,Weatherford International,6223730139,6.22B,Energy,Oil & Gas Equipment & Services
861,RUSHA,Rush Enterprises,6223318603,6.22B,Industrials,Construction Machinery & Heavy Transportation Equipment
862,LSTR,Landstar System,6210118092,6.21B,Industrials,Cargo Ground Transportation
863,MATX,"Matson, Inc.",6183138138,6.18B,Industrials,Marine Transportation
864,HOMB,Home BancShares,6176172492,6.18B,Financials,Regional Banks
865,CZR,Caesars Entertainment,6142169138,6.14B,Consumer Discretionary,Casinos & Gaming
866,CHDN,Churchill Downs Inc.,6123863392,6.12B,Consumer Discretionary,Casinos & Gaming
867,VSEC,VSE Corporation,6121509217,6.12B,Industrials,Aerospace & Defense
868,PTCT,"PTC Therapeutics, Inc.",6118511190,6.12B,Health Care,Pharmaceuticals
869,DUOL,Duolingo,6099038730,6.10B,Consumer Discretionary,Education Services
870,MTDR,Matador Resources,6092183987,6.09B,Energy,Oil & Gas Exploration & Production
871,STWD,Starwood Property Trust,6089279509,6.09B,Financials,Mortgage REITs
872,MIDD,Middleby,6081349712,6.08B,Industrials,Industrial Machinery & Supplies & Components
873,CACC,Credit Acceptance,6078660213,6.08B,Financials,Specialized Finance
874,MCY,Mercury General,6065054656,6.07B,Financials,Property & Casualty Insurance
875,BYD,Boyd Gaming,6060914502,6.06B,Consumer Discretionary,Casinos & Gaming
876,FBIN,Fortune Brands Innovations,6057719569,6.06B,Industrials,Building Products
877,AMTM,Amentum,6046117932,6.05B,Industrials,Diversified Support Services
878,KGS,"Kodiak Gas Services, Inc.",6045043102,6.05B,Energy,Oil & Gas Equipment & Services
879,MTRN,Materion Corp.,6033470470,6.03B,Materials,Diversified Metals & Mining
880,TFX,Teleflex,5975592891,5.98B,Health Care,Health Care Equipment
881,NXST,Nexstar Media Group,5969586642,5.97B,Communication Services,Broadcasting
882,AUB,"Atlantic Union Bankshares, Corp.",5966806180,5.97B,Financials,Regional Banks
883,MGY,"Magnolia Oil & Gas, Corp.",5943172269,5.94B,Energy,Oil & Gas Exploration & Production
884,TXNM,TXNM Energy,5935455836,5.94B,Utilities,Electric Utilities
885,ASB,Associated Bank,5907217463,5.91B,Financials,Regional Banks
886,RLI,RLI Corp.,5894578171,5.89B,Financials,Property & Casualty Insurance
887,VFC,VF Corporation,5893087114,5.89B,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
888,ABCB,Ameris Bancorp,5887261102,5.89B,Financials,Regional Banks
889,HRB,H&R Block,5855053787,5.86B,Consumer Discretionary,Specialized Consumer Services
890,ACI,Albertsons,5828761563,5.83B,Consumer Staples,Food Retail
891,FLG,Flagstar Bank,5817414579,5.82B,Financials,Regional Banks
892,ELF,e.l.f. Beauty,5811697399,5.81B,Consumer Staples,Personal Care Products
893,AROC,"Archrock, Inc.",5800187480,5.80B,Energy,Oil & Gas Equipment & Services
894,AMRX,Amneal Pharmaceuticals,5792670421,5.79B,Health Care,Pharmaceuticals
895,ACMR,"ACM Research, Inc.",5791375221,5.79B,Information Technology,Semiconductor Materials & Equipment
896,DLB,Dolby,5785921510,5.79B,Information Technology,Application Software
897,POR,Portland General Electric,5768659557,5.77B,Utilities,Electric Utilities
898,G,Genpact,5761707877,5.76B,Industrials,Data Processing & Outsourced Services
899,AIR,AAR Corp.,5759429552,5.76B,Industrials,Aerospace & Defense
900,SON,Sonoco,5736727719,5.74B,Materials,Paper & Plastic Packaging Products & Materials
901,SIGI,Selective Insurance Group,5732336521,5.73B,Financials,Property & Casualty Insurance
902,SPHR,Sphere Entertainment,5729656619,5.73B,Communication Services,Movies & Entertainment
903,MKTX,MarketAxess,5719900531,5.72B,Financials,Financial Exchanges & Data
904,BCPC,Balchem Corporation,5719873074,5.72B,Materials,Specialty Chemicals
905,CSW,"CSW Industrials, Inc.",5713799901,5.71B,Industrials,Industrial Conglomerates
906,ESAB,ESAB,5707809966,5.71B,Industrials,Industrial Machinery & Supplies & Components
907,BKH,Black Hills Corporation,5692297092,5.69B,Utilities,Multi-Utilities
908,RDNT,"RadNet, Inc.",5691939340,5.69B,Health Care,Health Care Services
909,RITM,Rithm Capital,5690167411,5.69B,Financials,Mortgage REITs
910,CWST,"Casella Waste Systems, Inc.",5687365057,5.69B,Industrials,Environmental & Facilities Services
911,AX,"Axos Financial, Inc.",5675674313,5.68B,Financials,Regional Banks
912,GVA,"Granite Construction, Inc.",5615862243,5.62B,Industrials,Construction & Engineering
913,CVLT,CommVault Systems,5606206349,5.61B,Information Technology,Systems Software
914,OZK,Bank OZK,5605623924,5.61B,Financials,Regional Banks
915,PI,"Impinj, Inc.",5602457186,5.60B,Information Technology,Electronic Equipment & Instruments
916,REYN,Reynolds Consumer Products,5590176939,5.59B,Consumer Staples,Household Products
917,NJR,New Jersey Resources,5582766435,5.58B,Utilities,Gas Utilities
918,ADT,ADT Inc.,5581472557,5.58B,Consumer Discretionary,Specialized Consumer Services
919,ALK,Alaska Air Group,5575691773,5.58B,Industrials,Passenger Airlines
920,HLNE,Hamilton Lane,5567827689,5.57B,Financials,Asset Management & Custody Banks
921,GXO,GXO Logistics,5548793394,5.55B,Industrials,Air Freight & Logistics
922,ENPH,Enphase Energy,5532896270,5.53B,Information Technology,Semiconductor Materials & Equipment
923,SXT,Sensient Technologies,5527632056,5.53B,Materials,Specialty Chemicals
924,OUT,Outfront Media,5497181022,5.50B,Real Estate,Other Specialized REITs
925,LPX,Louisiana-Pacific,5489687068,5.49B,Industrials,Building Products
926,WH,Wyndham Hotels & Resorts,5477522733,5.48B,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
927,VAL,Valaris,5470152790,5.47B,Energy,Oil & Gas Drilling
928,PSMT,PriceSmart,5463855868,5.46B,Consumer Staples,Consumer Staples Merchandise Retail
929,GOLF,Acushnet Company,5448606608,5.45B,Consumer Discretionary,Leisure Products
930,WHD,"Cactus, Inc.",5444182536,5.44B,Energy,Oil & Gas Equipment & Services
931,VSH,Vishay Intertechnology,5431156280,5.43B,Information Technology,Electronic Components
932,ACIW,ACI Worldwide,5418267599,5.42B,Information Technology,Application Software
933,PEGA,Pegasystems,5382618175,5.38B,Information Technology,Application Software
934,SHC,Sotera Health,5382168807,5.38B,Health Care,Health Care Services
935,VSNT,"Versant Media Group, Inc.",5381706661,5.38B,Communication Services,Cable & Satellite
936,SBRA,Sabra Health Care REIT,5374936620,5.37B,Real Estate,Health Care REITs
937,KRG,Kite Realty Group Trust,5359280457,5.36B,Real Estate,Retail REITs
938,SAIC,Science Applications Intl Corp,5349708714,5.35B,Industrials,Diversified Support Services
939,CAKE,"The Cheesecake Factory, Inc.",5326876021,5.33B,Consumer Discretionary,Restaurants
940,MMSI,"Merit Medical Systems, Inc.",5316615851,5.32B,Health Care,Health Care Supplies
941,MTN,Vail Resorts,5303337739,5.30B,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
942,IRDM,Iridium Communications,5290601955,5.29B,Communication Services,Alternative Carriers
943,EXLS,EXL Service,5289759997,5.29B,Industrials,Data Processing & Outsourced Services
944,PIPR,Piper Sandler Companies,5285431128,5.29B,Financials,Investment Banking & Brokerage
945,BC,Brunswick,5284230451,5.28B,Consumer Discretionary,Leisure Products
946,RNG,"RingCentral, Inc.",5283930497,5.28B,Information Technology,Application Software
947,LAUR,"Laureate Education, Inc.",5281310483,5.28B,Consumer Discretionary,Education Services
948,YOU,"Clear Secure, Inc.",5278307797,5.28B,Information Technology,Application Software
949,MYRG,"MYR Group, Inc.",5253376544,5.25B,Industrials,Construction & Engineering
950,UNF,UniFirst Corporation,5251101225,5.25B,Industrials,Diversified Support Services
951,PECO,Phillips Edison & Company,5244525000,5.24B,Real Estate,Retail REITs
952,EBC,"Eastern Bankshares, Inc.",5228076034,5.23B,Financials,Regional Banks
953,TPC,Tutor Perini Corporation,5214643246,5.21B,Industrials,Construction & Engineering
954,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",5198947403,5.20B,Financials,Specialized Finance
955,CNX,CNX Resources,5198739313,5.20B,Energy,Oil & Gas Exploration & Production
956,BDC,Belden Inc.,5190365614,5.19B,Information Technology,Electronic Components
957,UFPI,UFP Industries,5187386664,5.19B,Industrials,Building Products
958,SLM,SLM Corp,5145560157,5.15B,Financials,Consumer Finance
959,RELY,Remitly,5141901565,5.14B,Financials,Transaction & Payment Processing Services
960,SKY,"Champion Homes, Inc.",5138157683,5.14B,Consumer Discretionary,Homebuilding
961,LIF,Life360,5120797688,5.12B,Information Technology,Application Software
962,CNO,CNO Financial Group,5103478810,5.10B,Financials,Life & Health Insurance
963,PSN,Parsons Corporation,5078596403,5.08B,Industrials,Aerospace & Defense
964,GNTX,Gentex,5073254594,5.07B,Consumer Discretionary,Automotive Parts & Equipment
965,CENX,Century Aluminum Company,5071426457,5.07B,Materials,Aluminum
966,OGS,One Gas,5042330056,5.04B,Utilities,Gas Utilities
967,GEF,"Greif, Inc.",5041294846,5.04B,Materials,"Metal, Glass & Plastic Containers"
968,ACAD,Acadia Pharmaceuticals,5033044023,5.03B,Health Care,Pharmaceuticals
969,EPAM,EPAM Systems,5026119574,5.03B,Information Technology,IT Consulting & Other Services
970,CAR,Avis Budget Group,5022615444,5.02B,Industrials,Passenger Ground Transportation
971,GHC,Graham Holdings,5021396313,5.02B,Consumer Discretionary,Education Services
972,TREX,Trex,5008711205,5.01B,Industrials,Building Products
973,ANF,Abercrombie & Fitch,5003899302,5.00B,Consumer Discretionary,Apparel Retail
974,FFIN,First Financial Bankshares,4969164405,4.97B,Financials,Regional Banks
975,BOOT,"Boot Barn Holdings, Inc.",4954600663,4.95B,Consumer Discretionary,Apparel Retail
976,MC,Moelis & Company,4936009697,4.94B,Financials,Investment Banking & Brokerage
977,OLLI,Ollie's Bargain Outlet,4935406721,4.94B,Consumer Discretionary,Broadline Retail
978,VIRT,"Virtu Financial, Inc.",4931592731,4.93B,Financials,Financial Exchanges & Data
979,RDN,"Radian Group, Inc.",4929551939,4.93B,Financials,Property & Casualty Insurance
980,BGC,"BGC Group, Inc.",4892295343,4.89B,Financials,Investment Banking & Brokerage
981,DOCS,Doximity,4883939784,4.88B,Health Care,Health Care Technology
982,CUZ,Cousins Properties,4875513096,4.88B,Real Estate,Office REITs
983,SFBS,"ServisFirst Bancshares, Inc.",4861347265,4.86B,Financials,Regional Banks
984,MTH,Meritage Homes Corporation,4861335358,4.86B,Consumer Discretionary,Homebuilding
985,GFF,Griffon Corporation,4856499504,4.86B,Industrials,Building Products
986,HCC,"Warrior Met Coal, Inc.",4856208005,4.86B,Materials,Steel
987,SR,Spire,4845476861,4.85B,Utilities,Gas Utilities
988,DIOD,Diodes Incorporated,4843257730,4.84B,Information Technology,Semiconductors
989,FELE,Franklin Electric,4839386808,4.84B,Industrials,Industrial Machinery & Supplies & Components
990,CE,Celanese,4816880295,4.82B,Materials,Specialty Chemicals
991,MRP,"Millrose Properties, Inc.",4812068848,4.81B,Real Estate,Single-Family Residential REITs
992,CHH,Choice Hotels,4800619787,4.80B,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
993,CVSA,Covista Inc.,4798792698,4.80B,Consumer Discretionary,Education Services
994,KBR,"KBR, Inc.",4795617515,4.80B,Industrials,Diversified Support Services
995,MUR,Murphy Oil,4783575198,4.78B,Energy,Oil & Gas Exploration & Production
996,BILL,Bill Holdings,4779647095,4.78B,Information Technology,Application Software
997,KLIC,"Kulicke and Soffa Industries, Inc.",4778171362,4.78B,Information Technology,Semiconductor Materials & Equipment
998,OII,"Oceaneering International, Inc.",4774437192,4.77B,Energy,Oil & Gas Equipment & Services
999,EPR,EPR Properties,4765075006,4.77B,Real Estate,Other Specialized REITs
1000,VNT,Vontier,4744168020,4.74B,Information Technology,Electronic Equipment & Instruments
1001,FHI,Federated Hermes,4715543336,4.72B,Financials,Asset Management & Custody Banks
1002,TNL,Travel + Leisure Co.,4700335732,4.70B,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1003,WAY,Waystar Holding Corp,4646064031,4.65B,Health Care,Health Care Technology
1004,FULT,Fulton Financial Corporation,4641014596,4.64B,Financials,Regional Banks
1005,CRC,California Resources Corporation,4624438606,4.62B,Energy,Oil & Gas Exploration & Production
1006,BCO,Brink's,4620099631,4.62B,Industrials,Security & Alarm Services
1007,ICUI,ICU Medical,4612815986,4.61B,Health Care,Health Care Supplies
1008,BOX,"Box, Inc.",4604824986,4.60B,Information Technology,Application Software
1009,INDV,Indivior,4581289818,4.58B,Health Care,Pharmaceuticals
1010,INSW,"International Seaways, Inc.",4574729138,4.57B,Energy,Oil & Gas Storage & Transportation
1011,IBOC,Intl Bancshares Corp,4574186044,4.57B,Financials,Regional Banks
1012,BRC,Brady Corporation,4570882727,4.57B,Industrials,Commercial Printing
1013,CVCO,"Cavco Industries, Inc.",4553894396,4.55B,Consumer Discretionary,Homebuilding
1014,ITRI,"Itron, Inc.",4542875623,4.54B,Information Technology,Electronic Equipment & Instruments
1015,OPLN,"OPENLANE, Inc.",4541049829,4.54B,Industrials,Diversified Support Services
1016,AZZ,"AZZ, Inc.",4535372475,4.54B,Industrials,Heavy Electrical Equipment
1017,CBT,Cabot Corp,4523908975,4.52B,Materials,Diversified Chemicals
1018,NVST,Envista Holdings,4521388447,4.52B,Health Care,Health Care Supplies
1019,SKT,"Tanger Factory Outlet Centers, Inc.",4515893215,4.52B,Real Estate,Retail REITs
1020,VVV,Valvoline,4507125051,4.51B,Consumer Discretionary,Automotive Retail
1021,CHEF,"Chefs' Warehouse, Inc.",4495728222,4.50B,Consumer Staples,Food Distributors
1022,PRIM,Primoris Services Corporation,4483085130,4.48B,Industrials,Construction & Engineering
1023,CNR,"Core Natural Resources, Inc.",4447408551,4.45B,Energy,Coal & Consumable Fuels
1024,NWE,NorthWestern Energy,4434821581,4.43B,Utilities,Multi-Utilities
1025,KRC,Kilroy Realty Corp,4416252416,4.42B,Real Estate,Office REITs
